21-12-2021:10:18:31 INFO     [<ipython-input-1-a24e40b510c8>:52] The user open an signal file path: C:/Users/DELL/Documents/GitHub/Task4-DSP-Interpolation/EMG_Normal.csv
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:48 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:23:49 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:53 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:53 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 1
21-12-2021:10:23:53 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:54 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:54 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 2
21-12-2021:10:23:54 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 3
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 17
21-12-2021:10:23:56 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 16
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 10
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 9
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 10
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 12
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 14
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 15
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 14
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 13
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 12
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 11
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 10
21-12-2021:10:23:58 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 9
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 8
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 7
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 6
21-12-2021:10:23:59 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:05 INFO     [<ipython-input-1-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:05 INFO     [<ipython-input-1-fb42a0980df7>:69] The user choose the number of degree as : 6
21-12-2021:10:24:05 INFO     [<ipython-input-1-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:28 INFO     [<ipython-input-2-fb42a0980df7>:53] The user open an signal file path: C:/Users/DELL/Documents/GitHub/Task4-DSP-Interpolation/EMG_Normal.csv
21-12-2021:10:24:31 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:31 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 0
21-12-2021:10:24:31 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 1
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 2
21-12-2021:10:24:33 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 3
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 4
21-12-2021:10:24:37 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:38 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:38 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:38 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:45 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:46 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:47 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
21-12-2021:10:24:48 INFO     [<ipython-input-2-fb42a0980df7>:67] The user choose the number of chunks as : 1
21-12-2021:10:24:48 INFO     [<ipython-input-2-fb42a0980df7>:69] The user choose the number of degree as : 5
21-12-2021:10:24:48 INFO     [<ipython-input-2-fb42a0980df7>:72] The user has chosen extrapolation model 
